lemma	pos	count
devyniariopas	A	1
dezoksimetazonas	N	1
dezonidas	N	1
dezorientavimasis	N	1
diafanoskopas	N	1
diagraminis	A	1
Dicelijus	Ns	1
Dichavičiūtė	Ns	1
Dičkalnienė	Ns	1
Didžbanytė	Ns	1
didžialenkiškumas	N	1
didžiavyriškumas	N	1
Didziulevičienė	Ns	1
Didžkus	Ns	1
Didžkuvienė	Ns	1
Diečkutė	Ns	1
Diekontaitė	Ns	1
Dielkutė	Ns	1
Diementaitė	Ns	1
Diementytė	Ns	1
Diemontas	Ns	1
dienestrolis	N	1
dietilkarbamazinas	N	1
dievaičiukas	N	1
dieveniškietė	N	1
Dievinaitė	Ns	1
Dievižienė	Ns	1
difundavimas	N	1
diglicidileteris	N	1
Diglytė	Ns	1
Dijakienė	Ns	1
Dikavičiūtė	Ns	1
Diktorienė	Ns	1
Dilbitytė	Ns	1
dilbt	O	1
Dilijonaitė	Ns	1
diloksanidas	N	1
dimetilsulfonas	N	1
Dimgailaitė	Ns	1
Dimičiukaitė	Ns	1
Dimševičienė	Ns	1
Dimševičius	Ns	1
Dimskytė	Ns	1
Dimšlienė	Ns	1
dinderiuoti	V	1
Dinkevičius	Ns	1
diolefinai	N	1
dipivefrinas	N	1
Diponienė	Ns	1
dirbtumas	N	1
Diringienė	Ns	1
Dirmontaitė	Ns	1
Diržanauskienė	Ns	1
Diržauskaitė	Ns	1
Disevičienė	Ns	1
Dišienė	Ns	1
diskontuotojas	N	1
Dišlerienė	Ns	1
Dišmonienė	Ns	1
disproporcionavimasis	N	1
distocija	N	1
Ditauskaitė	Ns	1
Ditauskas	Ns	1
Ditmonienė	Ns	1
Dižavičius	Ns	1
dizažio	N	1
Dyburytė	Ns	1
Dygalienė	Ns	1
Dylertaitė	Ns	1
Dyšienė	Ns	1
Dobeikis	Ns	1
Dobelytė	Ns	1
Dobikaltienė	Ns	1
Dobikaltis	Ns	1
Dobilinskaitė	Ns	1
Dobinskas	Ns	1
Dobinskienė	Ns	1
Doblienė	Ns	1
Dobradziejutė	Ns	1
Dobravalskas	Ns	1
Dobužinskytė	Ns	1
Dočienė	Ns	1
Docytė	Ns	1
Dockaitė	Ns	1
Dockutė	Ns	1
dodecilmerkaptanas	N	1
Doganienė	Ns	1
Dolgirovas	Ns	1
Doliebienė	Ns	1
Dolmantaitė	Ns	1
Dolmataitė	Ns	1
Dolmatienė	Ns	1
Dolotovienė	Ns	1
Domanaitienė	Ns	1
Domanaitis	Ns	1
Domantėlis	Nf	1
Dombrovienė	Ns	1
Domėnaitė	Ns	1
Dominikaitienė	Ns	1
Donatėlė	Nf	1
Doniškis	Ng	1
Dorča	Ns	1
Dornykas	Ns	1
Doršienė	Ns	1
Dovbyšaitė	Ns	1
Dovborienė	Ns	1
Doviltytė	Ns	1
Dovydovienė	Ns	1
Drabulytė	Ns	1
Dragatas	Ns	1
Dragvienė	Ns	1
drakaliavimas	N	1
dramblotai	R	1
Draskinytė	Ns	1
Draudvilaitė	Ns	1
Dražbaitė	Ns	1
drėgnamėgis	A	1
Drėjerytė	Ns	1
drengimas	N	1
drikst	O	1
drikstelėti	V	1
Driškevičius	Ns	1
drybt	O	1
Drobenkaitė	Ns	1
Drobūkštis	Ng	1
Drobulienė	Ns	1
Drozdaitė	Ns	1
Drugeikienė	Ns	1
Druktainienė	Ns	1
Drūkteinienė	Ns	1
Drumelis	Ns	1
drumstelė	N	1
drungnokai	R	1
Drusytė	Ns	1
Druskevičienė	Ns	1
Druskevičiūtė	Ns	1
Druteikis	Ns	1
drūzė	N	1
Družinskaitė	Ns	1
Dubeika	Ns	1
Dubeikienė	Ns	1
Dubikaitytė	Ns	1
Dubininienė	Ns	1
Dubinkaitė	Ns	1
Dubinovienė	Ns	1
Dubiševaitė	Ns	1
Dubraitė	Ns	1
Dubravienė	Ns	1
Dubrindienė	Ns	1
Dubrindis	Ns	1
Dučmanienė	Ns	1
Dudkevičiūtė	Ns	1
Dudkienė	Ns	1
Dudonytė	Ns	1
Duduravičienė	Ns	1
Dudzevičienė	Ns	1
Dukanauskas	Ns	1
Dukelienė	Ns	1
Dukevičius	Ns	1
duktilometras	N	1
Dulebienė	Ns	1
Dulkevičius	Ns	1
dulksnumas	N	1
Dumaitienė	Ns	1
Dumaitytė	Ns	1
Dumblaitis	Ng	1
dumblialaiškinis	A	1
Dumbraitė	Ns	1
Dunčikaitė	Ns	1
dunksojimas	N	1
Dunskus	Ns	1
duobtis	V	1
duoklininkė	N	1
Duonėlaitė	Ns	1
duoniškas	A	1
Duplytė	Ns	1
Duraitė	Ns	1
durpingumas	N	1
Duršaitė	Ns	1
Duršliokienė	Ns	1
Durtinevičienė	Ns	1
Durtinevičius	Ns	1
Dušauskaitė	Ns	1
Dutkaitienė	Ns	1
Dutkaitytė	Ns	1
Dvarvydas	Ns	1
Dveilytė	Ns	1
dvicolis	A	1
dvipetis	A	1
dvylikanytis	A	1
dvoktelėjimas	N	1
Dvorkinaitė	Ns	1
Dzedoravičius	Ns	1
Dzedzickaitė	Ns	1
Dzedzickas	Ns	1
Dzedzickienė	Ns	1
Džejienė	Ns	1
Dzekevičiūtė	Ns	1
Dzekonskis	Ns	1
Dzemijonienė	Ns	1
Dzendoletienė	Ns	1
Dzerkelienė	Ns	1
Džermeikaitė	Ns	1
Dzešulskienė	Ns	1
Dzetaveckaitė	Ns	1
Dziadaravičienė	Ns	1
Dzidzinaitė	Ns	1
Dzikevičienė	Ns	1
Dzimanavičienė	Ns	1
Dzimitravičius	Ns	1
Dzindzaletas	Ns	1
Dzindzaletienė	Ns	1
Dzindzelietienė	Ns	1
Dzingelevičienė	Ns	1
Dzingeliauskas	Ns	1
Dzingelytė	Ns	1
Dzingulevičius	Ns	1
Dzinkienė	Ns	1
Džiogelienė	Ns	1
Džiovelienė	Ns	1
Džiovenis	Ns	1
Džiugintė	Nf	1
Dzvonkaitė	Ns	1
Dzvonkutė	Ns	1
EACI	Y	1
EAHC	Y	1
EAIE	Y	1
echoencefalografas	N	1
ėdalinis	A	1
Edartienė	Ns	1
ėdimasis	N	1
ėdro	I	1
Effertas	Ns	1
Effertienė	Ns	1
Efimovaitė	Ns	1
Efremovaitė	Ns	1
Egliškis	Ng	1
EHD	Y	1
Eičiuvienė	Ns	1
Eidiejienė	Ns	1
Eidietienė	Ns	1
Eidrigevičiūtė	Ns	1
Eidžiulytė	Ns	1
Einigytė	Ns	1
Eisinaitė	Ns	1
Eismantienė	Ns	1
Eitkevičiūtė	Ns	1
Eitminė	Nf	1
eklektikė	N	1
Eklerienė	Ns	1
ekstradurinis	A	1
ekstramamarinis	A	1
ekstrasensiškumas	N	1
ekstremalizmas	N	1
elektroerozija	N	1
elektrovilkikas	N	1
Elenbergienė	Ns	1
Elinauskaitė	Ns	1
Elinskis	Ns	1
eliuentinis	A	1
eliuvis	N	1
Elksnienė	Ns	1
Elmienė	Ns	1
Elsbergaitė	Ns	1
Elsterienė	Ns	1
Elsterytė	Ns	1
Embrasaitė	Ns	1
embriotomija	N	1
emetropija	N	1
enantema	N	1
enbukrilatas	N	1
Enčerytė	Ns	1
endoflebitas	N	1
endoparazitinis	A	1
Endriekė	Ns	1
Endrijaitytė	Ns	1
Endrisas	Ns	1
Endrisienė	Ns	1
Endružienė	Ns	1
Endzinaitė	Ns	1
enoksacinas	N	1
enoksimonas	N	1
enterocelė	N	1
entezopatija	N	1
Enzelaitienė	Ns	1
Enzinaitė	Ns	1
epopėjiškas	A	1
Ercmonas	Ns	1
Ereksonaitė	Ns	1
Ereksonienė	Ns	1
Erencienė	Ns	1
Erenta	Ns	1
Erentas	Ns	1
ergosterolis	N	1
eritritas	N	1
Erlingienė	Ns	1
Erlingis	Ns	1
Ermonienė	Ns	1
Erštikytė	Ns	1
ertapenemas	N	1
Ertmonas	Ns	1
Ertmonienė	Ns	1
Eskirtienė	Ns	1
Esterienė	Ns	1
Esterytė	Ns	1
etamivanas	N	1
etazolis	N	1
etileninis	A	1
etilidendiacetatas	N	1
etinodiolis	N	1
etioliuoti	V	1
etnopolitiškai	R	1
etnopolitiškas	A	1
euf.	Y	1
eurazianistas	N	1
Evaldėlis	Nf	1
eventualinis	A	1
Everlinaitė	Ns	1
Everlinienė	Ns	1
Ezerskaitė	Ns	1
Ežytė	Ng	1
Fabionavičiūtė	Ns	1
Fainšteinienė	Ns	1
Fakėjavas	Ns	1
Falentinienė	Ns	1
Falkevičienė	Ns	1
fascikuliacija	N	1
Fedoravičiūtė	Ns	1
Fedosovienė	Ns	1
Fedotenkovienė	Ns	1
feisbukietis	N	1
Feitauskienė	Ns	1
fenbufenas	N	1
Fencovienė	Ns	1
fenelzinas	N	1
feneticilinas	N	1
fenoksibenzaminas	N	1
fenotrinas	N	1
Fenskytė	Ns	1
Fergizaitė	Ns	1
Filomela	Nf	1
Filonovaitė	Ns	1
Finočenkienė	Ns	1
Fitkevičienė	Ns	1
Fitkevičius	Ns	1
flaminginis	A	1
Flavijonas	Nf	1
Fliodžinskienė	Ns	1
flozekvinanas	N	1
fluorplastikas	N	1
Foktienė	Ns	1
folklandietė	N	1
fonokardiografas	N	1
fonokardiografinis	A	1
fonoskopas	N	1
Formaniukienė	Ns	1
Formulevičienė	Ns	1
Fortūnė	Nf	1
fosforanas	N	1
fospropofolis	N	1
fotodisociacija	N	1
fotopsija	N	1
Fovienė	Ns	1
Fraitakienė	Ns	1
Frejūtė	Ns	1
Fričienė	Ns	1
Frišmantaitė	Ns	1
ftalilsulfatiazolas	N	1
Fuksienė	Ns	1
Furmaniukienė	Ns	1
Gabartaitė	Ns	1
Gabenytė	Ns	1
Gabietienė	Ns	1
Gabijūnienė	Ns	1
Gabraitienė	Ns	1
Gabrialavičienė	Ns	1
Gabrijolavičiūtė	Ns	1
Gabrinaitytė	Ns	1
Gabrusėnaitė	Ns	1
Gabulavičiūtė	Ns	1
Gabužienė	Ns	1
Gacevičienė	Ns	1
Gaibavičienė	Ns	1
Gaidakauskienė	Ns	1
Gaidamauskienė	Ns	1
Gaidilionienė	Ns	1
Gaidimavičienė	Ns	1
Gaidomavičienė	Ns	1
Gaidomavičius	Ns	1
Gaikštaitė	Ns	1
Gaikštas	Ns	1
Gailiauskaitė	Ns	1
Gailimantė	Nf	1
Gailimina	Nf	1
Gainskienė	Ns	1
Gaišienė	Ns	1
Gaišytė	Ns	1
Gaizelytė	Ns	1
galabinimas	N	1
Galacas	Ng	1
Galachvoščienė	Ns	1
galanterininkė	N	1
Galdauskas	Ns	1
Galdauskienė	Ns	1
Galginaitė	Ns	1
Galimskienė	Ns	1
Galinevičius	Ns	1
Gališauskaitė	Ns	1
Galnutė	Ng	1
Galubalis	Ng	1
galvainis	N	1
Galvėnaitė	Ns	1
Galvidis	Ns	1
Gambickienė	Ns	1
Gamziukienė	Ns	1
Gančiauskaitė	Ns	1
Gandzelienė	Ns	1
Gandzelytė	Ns	1
ganglioneuroma	N	1
Garaninienė	Ns	1
Garastaitė	Ns	1
garbiniavimasis	N	1
Garbonienė	Ns	1
Garčiauskas	Ns	1
Gardzijauskienė	Ns	1
Gargalevičius	Ns	1
Gargždeliai	Ng	1
Garsevičiūtė	Ns	1
Gasauskaitė	Ns	1
Gasauskas	Ns	1
Gasiukevičius	Ns	1
Gaškauskaitė	Ns	1
Gasperaitė	Ns	1
Gasperskienė	Ns	1
gastrostominis	A	1
gastrotrichai	N	1
Gatavėnaitė	Ns	1
Gatavėnienė	Ns	1
Gatovskis	Ns	1
Gaudzienė	Ns	1
Gaurelytė	Ns	1
Gaurilovaitė	Ns	1
Gauryla	Ns	1
Gauryliūtė	Ns	1
Gaveikienė	Ns	1
Gavlasevičienė	Ns	1
Gavlasevičius	Ns	1
Gavrikovienė	Ns	1
Gavrilčikienė	Ns	1
Gazarovienė	Ns	1
Gazbeinaitė	Ns	1
Gečionytė	Ns	1
Gedaika	Ns	1
Gedaikienė	Ns	1
Gediminskaitė	Ns	1
Gediminskienė	Ns	1
Gedlovas	Ns	1
Gedrikaitė	Ns	1
Gedrikas	Ns	1
Gedvigienė	Ns	1
Gėdvilaitė	Ns	1
Gėdvilienė	Ns	1
Gedžiūnienė	Ns	1
Gegnerienė	Ns	1
Geibienė	Ns	1
Geibūnas	Ns	1
Geidonienė	Ns	1
Geidrichienė	Ns	1
Geigalienė	Ns	1
Geimalauskienė	Ns	1
Geivelienė	Ns	1
Geižauskienė	Ns	1
Gelažiuvienė	Ns	1
Gelčauskienė	Ns	1
Gelčiuvienė	Ns	1
Geldupis	Ng	1
Gelgutaitė	Ns	1
Gėlingienė	Ns	1
Gėlingis	Ns	1
Gelmanaitė	Ns	1
Gelšvartaitė	Ns	1
Geluonai	Ng	1
Gelusevičiūtė	Ns	1
Gelžinaitė	Ns	1
Gembickytė	Ns	1
gemeprostas	N	1
gemfibrozilis	N	1
Genceravičienė	Ns	1
Gendvilytė	Ns	1
Genelevičienė	Ns	1
Genulevičienė	Ns	1
Gerbauskas	Ns	1
Gerčiukienė	Ns	1
Geriksonas	Ns	1
Gerkytė	Ns	1
Gerleitienė	Ns	1
Germutė	Ns	1
Geršanovienė	Ns	1
Gertmanavičienė	Ns	1
Gervatauskienė	Ns	1
Gervelionienė	Ns	1
Gervelionytė	Ns	1
Gervinukas	Ng	1
Gervydė	Nf	1
Geržonaitė	Ns	1
Geržonienė	Ns	1
Gesaitytė	Ns	1
gestonoronas	N	1
Gestupys	Ng	1
Getnerienė	Ns	1
Getspudaitė	Ns	1
Gičiauskaitė	Ns	1
giedrijimasis	N	1
Gigaškaitė	Ns	1
Gigaškienė	Ns	1
Gikniūtė	Ns	1
giliaspaudinis	A	1
Giliūtė	Ns	1
giljoširuotė	N	1
Gilvickas	Ns	1
Gilvickienė	Ns	1
Gilvonauskaitė	Ns	1
Gindrėnaitė	Ns	1
Ginevičiūtė	Ns	1
gintarininkė	N	1
Gintauskaitė	Ns	1
Gipinys	Ng	1
Gipiškytė	Ns	1
Girdvilytė	Ns	1
Girkienė	Ns	1
Girkuvienė	Ns	1
Giršaitė	Ns	1
Giršienė	Ns	1
Giršiūtė	Ns	1
Girstautaitė	Ns	1
Girvickas	Ns	1
Girvickienė	Ns	1
gitalinas	N	1
Gizelevičius	Ns	1
Glambaitė	Ns	1
Glambienė	Ns	1
glaudėjimas	N	1
glaudintis	V	1
glaudymasis	N	1
glazūruotoja	N	1
glazūruotojas	N	1
Glėbavičiūtė	Ns	1
Glevackas	Ns	1
Gliaubicienė	Ns	1
Gliebuvienė	Ns	1
Glikaitė	Ns	1
Glineckaitė	Ns	1
Glineckas	Ns	1
Gliožys	Ns	1
Glizickienė	Ns	1
glodinimas	N	1
Glomas	Ng	1
Glosaitė	Ns	1
Glovackienė	Ns	1
Gluska	Ns	1
Gluskienė	Ns	1
gnaibinėjimas	N	1
gniužimas	N	1
gnybt	O	1
Gnusariovaitė	Ns	1
Goberaitė	Ns	1
gobšiškumas	N	1
gobtuvinis	A	1
Godomskienė	Ns	1
godūnė	N	1
Godvaišaitė	Ns	1
Godvanienė	Ns	1
Godzevičius	Ns	1
Gofmonienė	Ns	1
Gogolinskienė	Ns	1
Goldbergienė	Ns	1
Goliakevičienė	Ns	1
Golikovienė	Ns	1
Golovniovaitė	Ns	1
Golubauskaitė	Ns	1
Golubeckas	Ns	1
Golubevaitė	Ns	1
Golubovskaitė	Ns	1
gonadorelinas	N	1
Gončiauskienė	Ns	1
goniometrija	N	1
Gorainytė	Ns	1
Gorbačienė	Ns	1
Gorbulskienė	Ns	1
Gorelčionkienė	Ns	1
Gorelytė	Ns	1
Gorinaitė	Ns	1
Gornienė	Ns	1
Gorochovenka	Ns	1
Goršečnikovienė	Ns	1
Goštaltavičienė	Ns	1
Goštaltavičius	Ns	1
Gostomskis	Ns	1
Grabažytė	Ns	1
Grabnickaitė	Ns	1
Grabnickienė	Ns	1
Grabskytė	Ns	1
Gradovskis	Ns	1
Gradzevičiūtė	Ns	1
Graibuvienė	Ns	1
Graicevičius	Ns	1
Graičiūtė	Ns	1
Gramavičienė	Ns	1
Gramavičiūtė	Ns	1
Granauskaitė	Ns	1
Gransbergienė	Ns	1
Granskytė	Ns	1
graptolitai	N	1
Gratkauskaitė	Ns	1
Graužuoja	Ng	1
Grazdauskas	Ns	1
Grebnickaitė	Ns	1
Grecijonienė	Ns	1
Greičaitienė	Ns	1
Greinienė	Ns	1
greitaveikiškumas	N	1
greitut	Q	1
Grencevičienė	Ns	1
Gresiuvienė	Ns	1
Grėskienė	Ns	1
gręžinėjimas	N	1
Griauzdytė	Ns	1
Gribačiauskaitė	Ns	1
gribišiavimas	N	1
Gribkauskas	Ns	1
Gribovskienė	Ns	1
gribšt	O	1
Grickevičiūtė	Ns	1
Griešienė	Ns	1
Griešiūtė	Ns	1
Grigentytė	Ns	1
Grigorevičienė	Ns	1
Grigorevičiūtė	Ns	1
grimzlumas	N	1
Grinciuvienė	Ns	1
Griniūnienė	Ns	1
Grinkaitė	Ns	1
Grinsevičienė	Ns	1
Gripkauskienė	Ns	1
Griškelienė	Ns	1
Grivačiauskas	Ns	1
Grybaitienė	Ns	1
Grygalytė	Ns	1
Grygolaitis	Ns	1
Grobnickienė	Ns	1
Grochauskas	Ns	1
Grockaitė	Ns	1
Grubevičiūtė	Ns	1
Gručkiūnienė	Ns	1
Grumblytė	Ns	1
Grumčienė	Ns	1
grumšnojimas	N	1
Grumundienė	Ns	1
Grundonaitė	Ns	1
Grupkaitytė	Ns	1
Gruslytė	Ns	1
Grušniūtė	Ns	1
Gubinienė	Ns	1
Gudačiauskienė	Ns	1
Gudalevičienė	Ns	1
Gudmantienė	Ns	1
Gudovienė	Ns	1
Gudžiukienė	Ns	1
Gudžiūtė	Ns	1
Gulbickaitė	Ns	1
Guldikauskaitė	Ns	1
Guliakaitė	Ns	1
Guliakienė	Ns	1
Gumbulevičienė	Ns	1
Gumbulevičius	Ns	1
Guminienė	Ns	1
gumuliuotis	V	1
Gunevičienė	Ns	1
Gunkienė	Ns	1
Guraitė	Ns	1
Gurčytė	Ns	1
Gurgždaitienė	Ns	1
Gurlauskienė	Ns	1
Guščaitė	Ns	1
Guščikaitė	Ns	1
Guščinaitė	Ns	1
Gusčiūtė	Ns	1
Gusčiuvienė	Ns	1
Gusevičienė	Ns	1
Gusiniauskas	Ns	1
Gustevičiūtė	Ns	1
Gutianskytė	Ns	1
Guzavičiūtė	Ns	1
Gužėnienė	Ns	1
Guževičiūtė	Ns	1
Guzovijus	Ns	1
gūžt	O	1
gūžterėti	V	1
Guzulaitytė	Ns	1
Gvadijana	Ng	1
gverimas	N	1
Gverždienė	Ns	1
Gverždytė	Ns	1
Hakienė	Ns	1
hantelinis	A	1
hematemezė	N	1
hemipleginis	A	1
hemoftalmas	N	1
hemometras	N	1
hemoperitoneumas	N	1
Hempelienė	Ns	1
hepatoblastoma	N	1
hepatopulmoninis	A	1
Hermanavičienė	Ns	1
herpiškas	A	1
Herubavičius	Ns	1
hespiridinas	N	1
heterofiliškas	A	1
heterotropija	N	1
hibridizacinis	A	1
hidroflumetiazidas	N	1
hidroksietilas	N	1
hidrolizavimas	N	1
Hilbrektienė	Ns	1
hiperkatabolizmas	N	1
hiperlipoproteinemija	N	1
hipermenorėja	N	1
histomorfologiškai	R	1
histomorfologiškas	A	1
hunė	N	1
įbėrimas	N	1
Ibijanskienė	Ns	1
ibiniai	N	1
ichneumonas	N	1
ichtamolis	N	1
ichtiofagas	N	1
Ičkauskaitė	Ns	1
Ičkauskas	Ns	1
Ickevičienė	Ns	1
Ickevičiūtė	Ns	1
Idikauskaitė	Ns	1
įdraskymas	N	1
įformintoja	N	1
įformintojas	N	1
Iganatavičienė	Ns	1
Iganatavičiūtė	Ns	1
Ignaciukienė	Ns	1
Ignatjevaitė	Ns	1
įjunkymas	N	1
įkalinėjimas	N	1
įkampiai	R	1
įkampus	A	1
įkimšimas	N	1
ikšiolei	R	1
Ikvildaitė	Ns	1
Ilgaitė	Ns	1
Ilgarūbienė	Ns	1
Ilgarūbis	Ns	1
Ilgavyžienė	Ns	1
Ilgavyžis	Ns	1
Ilinskaitė	Ns	1
įliūliuoti	V	1
Iliuškaitė	Ns	1
Iliuškienė	Ns	1
iliustruotis	V	1
Ilkevičiūtė	Ns	1
Ilskytė	Ns	1
Imantėlis	Nf	1
imatrikuliavimas	N	1
Imbrazienė	Ns	1
įmynimas	N	1
Impolytė	Ns	1
Impulevičiūtė	Ns	1
Imsrelė	Ng	1
Inčienė	Ns	1
incizinis	A	1
Indaitė	Ns	1
indemnitetas	N	1
Indičanskienė	Ns	1
indobufenas	N	1
indoeuropietė	N	1
indoraminas	N	1
Indriekutė	Ns	1
Indrijaitienė	Ns	1
Indrikienė	Ns	1
Indrilevičienė	Ns	1
Indriošius	Ns	1
Indriševičienė	Ns	1
Indriškevičienė	Ns	1
Indriulaitienė	Ns	1
Indrulionienė	Ns	1
Indrulionytė	Ns	1
infarktininkas	N	1
Ingridėlė	Nf	1
inkarnacinis	A	1
instituciškas	A	1
inteligentingumas	N	1
interlinija	N	1
intramolekulinis	A	1
intraparenchiminis	A	1
intrasfinkterinis	A	1
invaironmentas	N	1
įpėdininis	A	1
įpjaustymas	N	1
įrantymas	N	1
Irbinskaitė	Ns	1
ireguliarus	A	1
Irenėlė	Nf	1
iridotomija	N	1
irigavimas	N	1
iriguoti	V	1
Irtmonaitė	Ns	1
Iržekevičienė	Ns	1
išbarškinimas	N	1
išbedimas	N	1
išbjaurinti	V	1
išboginimas	N	1
išbraukinėjimas	N	1
išbrinkinimas	N	1
iščiuožimas	N	1
išdėjimas	N	1
išdėliotojas	N	1
išdetalizavimas	N	1
išdetalizuoti	V	1
išdilinimas	N	1
išdrabstymas	N	1
išdrąsėjimas	N	1
išdrenavimas	N	1
išdribimas	N	1
išdūmimas	N	1
išdūsauti	V	1
išelektrinimas	N	1
išgedėjimas	N	1
išgnaibymas	N	1
įsiganymas	N	1
įsiginimas	N	1
įsiginti	V	1
įsirėkti	V	1
įsirėmimas	N	1
įsisirgimas	N	1
Isiūnaitė	Ns	1
įsižaidimas	N	1
įsižuvinti	V	1
iškabėjimas	N	1
iškabojimas	N	1
įskaitininkė	N	1
iškandžiojimas	N	1
iškapitalizuoti	V	1
iškedenimas	N	1
Iskevičius	Ns	1
iškočiojimas	N	1
iškramtymas	N	1
iškvailinimas	N	1
iškvotimas	N	1
išlašėjimas	N	1
išlašinimas	N	1
išlojimas	N	1
išmalimas	N	1
išmankštinimas	N	1
išmindžiojimas	N	1
išmineralizuoti	V	1
išmurkdymas	N	1
išmurzinimas	N	1
išnaršymas	N	1
išnuomauti	V	1
Isodaitė	Ns	1
Išoraitė	Ns	1
išpaikinimas	N	1
ispanistika	N	1
išpešinėti	V	1
išplėstakis	N	1
išpliekimas	N	1
išplūkimas	N	1
išpūdymas	N	1
išrankinis	A	1
išsibandymas	N	1
išsierzeliuoti	V	1
išsigraibymas	N	1
išsiilsėjimas	N	1
išsiklaipymas	N	1
išsikrapštymas	N	1
išsikratymas	N	1
išsilaidymas	N	1
išsimaišymas	N	1
išsipaišymas	N	1
išsisaistymas	N	1
išsiskalavimas	N	1
išsislapstymas	N	1
išsistatymas	N	1
išsivadėjimas	N	1
išsivarymas	N	1
išsivaržymas	N	1
išsižargstymas	N	1
išskynimas	N	1
išsmukimas	N	1
išspecializuoti	V	1
išstovėjimas	N	1
ištąsymas	N	1
ištikrinimas	N	1
ištiškimas	N	1
ištižinti	V	1
Istominienė	Ns	1
ištrupinimas	N	1
išturėjimas	N	1
išuostymas	N	1
išūžimas	N	1
išvalgymas	N	1
išvanojimas	N	1
išvirinimas	N	1
išvirtėlis	N	1
išvisuomeninti	V	1
išžėrimas	N	1
įtikėtinumas	N	1
įvaizdintojas	N	1
Ivančikaitė	Ns	1
Ivaneckienė	Ns	1
Ivanovskytė	Ns	1
įvardžiuoti	V	1
įvardžiuotinumas	N	1
Ivoncienė	Ns	1
Izbutavičius	Ns	1
Izdunienė	Ns	1
Ižganaitytė	Ns	1
Izitėlis	Ng	1
izoaminilis	N	1
izoetarinas	N	1
izokssuprinas	N	1
izopropoksietanolis	N	1
izotermija	N	1
izotiazolinonas	N	1
izotopiškai	R	1
izotopiškas	A	1
Ylakytė	Ns	1
Ylevičiūtė	Ns	1
Yliūtė	Ns	1
Jacerienė	Ns	1
Jaceris	Ns	1
Jachimovičiūtė	Ns	1
Jacikevičiūtė	Ns	1
Jacinavičiūtė	Ns	1
Jaciūnaitė	Ns	1
Jacytė	Ns	1
Jačkonis	Ns	1
Jačunskaitė	Ns	1
Jačunskienė	Ns	1
Jadevičiūtė	Ns	1
Jafetienė	Ns	1
Jagalavičiūtė	Ns	1
Jagaudas	Ns	1
Jagielavičiūtė	Ns	1
Jagnieška	Ns	1
Jakavickaitė	Ns	1
Jakimovienė	Ns	1
Jaknavičiūtė	Ns	1
Jakobienė	Ns	1
Jakovickienė	Ns	1
Jakštaitytė	Ns	1
Jakūbauskaitė	Ns	1
Jakūbauskienė	Ns	1
Jakubėlienė	Ns	1
Jakubkevičiūtė	Ns	1
Jakubsevičiūtė	Ns	1
Jakumaitienė	Ns	1
Jalianiauskaitė	Ns	1
Jalovojienė	Ns	1
Jalovojus	Ns	1
Jamantaitė	Ns	1
Janakauskaitė	Ns	1
Janaravičiūtė	Ns	1
Jancaitė	Ns	1
Jančevskienė	Ns	1
Jančiūraitė	Ns	1
Janciuvienė	Ns	1
Jancytė	Ns	1
Jančoraitė	Ns	1
Janeckė	Ns	1
Janekienė	Ns	1
Janeliauskaitė	Ns	1
Janickytė	Ns	1
Janišauskaitė	Ns	1
Janiškevičienė	Ns	1
Jankavičiūtė	Ns	1
Jankelaitytė	Ns	1
Janovskytė	Ns	1
Janšauskaitė	Ns	1
Janukevičiūtė	Ns	1
Janulynaitė	Ns	1
Janušauskytė	Ns	1
Janušionytė	Ns	1
Janutauskaitė	Ns	1
Jarašauskaitė	Ns	1
Jarašauskienė	Ns	1
Jaraška	Ns	1
Jaraškutė	Ns	1
Jarašunas	Ns	1
Jarilinienė	Ns	1
Jarmontovičienė	Ns	1
Jarmulavičienė	Ns	1
Jarmuševičienė	Ns	1
Jarmuškienė	Ns	1
Jarušonienė	Ns	1
Jasčenskienė	Ns	1
Jaselytė	Ns	1
Jasenauskienė	Ns	1
Jasiukianecienė	Ns	1
Jaskelytė	Ns	1
Jaškienė	Ns	1
Jaškinaitė	Ns	1
Jaskulevičienė	Ns	1
Jaškulytė	Ns	1
Jaskutienė	Ns	1
Jaškuvienė	Ns	1
Jasotytė	Ns	1
Jaspelkienė	Ns	1
Jasudavičiūtė	Ns	1
Jasūdienė	Ns	1
Jasūdytė	Ns	1
Jasulienė	Ns	1
Jasulionienė	Ns	1
Jasunskienė	Ns	1
Jasvilas	Ns	1
Jatkela	Ns	1
Jatkelienė	Ns	1
Jatkūnienė	Ns	1
Jaučkojytė	Ns	1
Jaugelevičius	Ns	1
Jauraitė	Ns	1
Javicovienė	Ns	1
Javinskaitė	Ns	1
Jazavitienė	Ns	1
Jazerskaitė	Ns	1
Jazokaitė	Ns	1
Jecevičienė	Ns	1
Ječiuvienė	Ns	1
Jeckaitė	Ns	1
Jegipcevienė	Ns	1
Jelozienė	Ns	1
jemenietiškas	A	1
Jenčiuvienė	Ns	1
Jenkutė	Ns	1
Jenovienė	Ns	1
Jerdiakovas	Ns	1
Jereckis	Ns	1
Jerešiūnienė	Ns	1
Jermakienė	Ns	1
Jermaškevičiūtė	Ns	1
Jermolajevienė	Ns	1
Jermolienė	Ns	1
Jeroševičienė	Ns	1
Jerutienė	Ns	1
Jerutis	Ns	1
Jeskelevičienė	Ns	1
Jestremskaitė	Ns	1
Jevaltienė	Ns	1
Jiešmantienė	Ns	1
